1,139.2541,38.4678,0.00E+00,1.00E+10,,,,
2,140.0456,35.5681,0.00E+00,1.00E+10,,,,
3,139.8047,33.1303,0.00E+00,1.00E+10,,,,
4,130.4078,33.6189,0.00E+00,1.00E+10,,,,
5,132.4647,34.3532,0.00E+00,1.00E+10,,,,
6,129.2969,34.1936,0.00E+00,1.00E+10,,,,
7,141.8892,39.2733,0.00E+00,1.00E+10,,,,
8,139.1317,34.2092,0.00E+00,1.00E+10,,,,
9,132.5503,34.2406,0.00E+00,1.00E+10,,,,
10,139.4808,34.0672,0.00E+00,1.00E+10,,,,
11,129.8482,29.841,0.00E+00,1.00E+10,,,,
12,129.4977,28.3991,0.00E+00,1.00E+10,,,,
13,130.9922,30.7347,0.00E+00,1.00E+10,,,,
14,130.6892,31.0236,0.00E+00,1.00E+10,,,,
15,131.6867,33.2661,0.00E+00,1.00E+10,,,,
16,129.7239,33.1581,0.00E+00,1.00E+10,,,,
17,140.3819,41.242,0.00E+00,1.00E+10,,,,
18,131.8028,34.0408,0.00E+00,1.00E+10,,,,
19,139.6442,35.4542,0.00E+00,1.00E+10,,,,
20,139.6514,35.2881,0.00E+00,1.00E+10,,,,
21,144.4375,41.704,0.00E+00,1.00E+10,,,,
22,144.8454,42.2365,0.00E+00,1.00E+10,,,,
23,140.5917,42.11,0.00E+00,1.00E+10,,,,
24,142.7708,42.1642,0.00E+00,1.00E+10,,,,
25,131.4094,31.5769,0.00E+00,1.00E+10,,,,
26,144.2858,44.0194,0.00E+00,1.00E+10,,,,
27,134.5922,33.7711,0.00E+00,1.00E+10,,,,
28,141.5053,38.2967,0.00E+00,1.00E+10,,,,
29,141.635,43.9506,0.00E+00,1.00E+10,,,,
30,141.0053,43.2067,0.00E+00,1.00E+10,,,,
31,142.1944,27.0942,0.00E+00,1.00E+10,,,,
32,140.8583,35.7444,0.00E+00,1.00E+10,,,,
33,140.6939,35.9297,0.00E+00,1.00E+10,,,,
34,140.5742,36.3078,0.00E+00,1.00E+10,,,,
35,139.7786,33.1003,0.00E+00,1.00E+10,,,,
36,131.2281,25.8686,0.00E+00,1.00E+10,,,,
37,130.9278,33.925,0.00E+00,1.00E+10,,,,
38,143.2942,42.0431,0.00E+00,1.00E+10,,,,
39,140.1256,41.8706,0.00E+00,1.00E+10,,,,
40,128.8494,32.6961,0.00E+00,1.00E+10,,,,
41,139.9264,40.6472,0.00E+00,1.00E+10,,,,
42,138.8492,34.6117,0.00E+00,1.00E+10,,,,
43,135.1644,33.8508,0.00E+00,1.00E+10,,,,
44,132.0661,34.8972,0.00E+00,1.00E+10,,,,
45,141.5556,40.535,0.00E+00,1.00E+10,,,,
46,140.7247,41.7817,0.00E+00,1.00E+10,,,,
47,145.5678,43.2781,0.00E+00,1.00E+10,,,,
48,137.1883,34.605,0.00E+00,1.00E+10,,,,
49,124.1636,24.3322,0.00E+00,1.00E+10,,,,
50,135.1903,34.6822,0.00E+00,1.00E+10,,,,
51,133.5692,33.4992,0.00E+00,1.00E+10,,,,
52,130.5647,31.5925,0.00E+00,1.00E+10,,,,
53,134.5878,34.0092,0.00E+00,1.00E+10,,,,
54,136.1689,33.9258,0.00E+00,1.00E+10,,,,
55,144.3714,42.9756,0.00E+00,1.00E+10,,,,
56,135.7733,33.4758,0.00E+00,1.00E+10,,,,
57,130.1953,32.6053,0.00E+00,1.00E+10,,,,
58,139.6133,35.145,0.00E+00,1.00E+10,,,,
59,153.9783,24.2822,0.00E+00,1.00E+10,,,,
60,131.4564,31.9028,0.00E+00,1.00E+10,,,,
61,137.6089,34.6819,0.00E+00,1.00E+10,,,,
62,139.5439,34.0572,0.00E+00,1.00E+10,,,,
63,130.2931,31.2678,0.00E+00,1.00E+10,,,,
64,139.825,34.9189,0.00E+00,1.00E+10,,,,
65,132.7122,33.8589,0.00E+00,1.00E+10,,,,
66,134.1644,33.2664,0.00E+00,1.00E+10,,,,
67,141.9753,39.6431,0.00E+00,1.00E+10,,,,
68,135.3869,35.4767,0.00E+00,1.00E+10,,,,
69,129.4783,34.6553,0.00E+00,1.00E+10,,,,
70,136.8808,35.0914,0.00E+00,1.00E+10,,,,
71,127.6653,26.2133,0.00E+00,1.00E+10,,,,
72,129.8661,32.735,0.00E+00,1.00E+10,,,,
73,129.5342,28.3228,0.00E+00,1.00E+10,,,,
74,139.1481,35.2381,0.00E+00,1.00E+10,,,,
75,141.7533,39.0197,0.00E+00,1.00E+10,,,,
76,139.3914,34.7894,0.00E+00,1.00E+10,,,,
77,138.2222,34.6083,0.00E+00,1.00E+10,,,,
78,140.8919,36.9375,0.00E+00,1.00E+10,,,,
79,135.4328,34.6581,0.00E+00,1.00E+10,,,,
80,130.2206,32.9767,0.00E+00,1.00E+10,,,,
81,136.2072,34.0764,0.00E+00,1.00E+10,,,,
82,131.6747,32.4425,0.00E+00,1.00E+10,,,,
83,132.4647,34.3531,0.00E+00,1.00E+10,,,,
84,130.4078,33.6189,0.00E+00,1.00E+10,,,,
85,130.6892,31.0236,0.00E+00,1.00E+10,,,,
86,125.2783,24.8133,0.00E+00,1.00E+10,,,,
87,130.0369,32.4675,0.00E+00,1.00E+10,,,,
88,138.5172,38.3186,0.00E+00,1.00E+10,,,,
89,140.0658,39.7461,0.00E+00,1.00E+10,,,,
90,139.0611,37.9406,0.00E+00,1.00E+10,,,,
91,139.8236,38.9175,0.00E+00,1.00E+10,,,,
92,133.3311,36.2014,0.00E+00,1.00E+10,,,,
93,141.0036,38.2731,0.00E+00,1.00E+10,,,,
94,139.8456,42.4539,0.00E+00,1.00E+10,,,,
95,141.2381,41.3647,0.00E+00,1.00E+10,,,,
96,133.2431,35.5478,0.00E+00,1.00E+10,,,,
97,138.5175,35.0117,0.00E+00,1.00E+10,,,,
98,135.3753,33.6836,0.00E+00,1.00E+10,,,,
99,134.9011,34.3467,0.00E+00,1.00E+10,,,,
100,137.1553,37.5008,0.00E+00,1.00E+10,,,,
101,136.6028,36.6178,0.00E+00,1.00E+10,,,,
102,134.8286,35.6467,0.00E+00,1.00E+10,,,,
103,134.0569,34.3514,0.00E+00,1.00E+10,,,,
104,136.8247,34.4853,0.00E+00,1.00E+10,,,,
105,130.9644,30.4636,0.00E+00,1.00E+10,,,,
106,139.77,35.6486,0.00E+00,1.00E+10,,,,
107,141.6211,42.63,0.00E+00,1.00E+10,,,,
108,135.1781,34.3389,0.00E+00,1.00E+10,,,,
109,132.9589,32.7792,0.00E+00,1.00E+10,,,,
110,137.2247,36.7622,0.00E+00,1.00E+10,,,,
111,138.8903,35.0172,0.00E+00,1.00E+10,,,,
112,133.9494,34.4886,0.00E+00,1.00E+10,,,,
113,135.8964,33.5583,0.00E+00,1.00E+10,,,,
114,132.5511,33.2272,0.00E+00,1.00E+10,,,,
115,141.6853,45.4078,0.00E+00,1.00E+10,,,,
116,135.1456,34.2217,0.00E+00,1.00E+10,,,,
117,131.9608,32.9461,0.00E+00,1.00E+10,,,,
118,131.1089,31.475,0.00E+00,1.00E+10,,,,
119,141.7967,40.1922,0.00E+00,1.00E+10,,,,
120,122.9419,24.4522,0.00E+00,1.00E+10,,,,
121,140.2478,35.13,0.00E+00,1.00E+10,,,,
122,140.9619,37.8306,0.00E+00,1.00E+10,,,,
123,137.587,33.7684,0.00E+00,1.00E+10,,,,
124,140.7517,34.755,0.00E+00,1.00E+10,,,,
125,140.5067,34.805,0.00E+00,1.00E+10,,,,
126,136.8406,33.6543,0.00E+00,1.00E+10,,,,
127,137.3594,33.8578,0.00E+00,1.00E+10,,,,
128,137.692,34.2173,0.00E+00,1.00E+10,,,,
